Material;Descripción;Centro;Subcategoría;ABC;Logística;CATMAN;Importe Vendido;Importe Año Anterior;Volumen Vendido;Volumen Año Anterior;Stock
CERE0029;CEREAL KELLOGG´S FROOT LOOPS 28/180G;S005;Cereal Infantil;D;CEDIS;Sandra; $230,58 ; $541,65 ;6;15;4
CERE0053;CEREAL NESTLE TRIX 20/430G;S005;Cereal Infantil;C;CEDIS;Sandra; $472,20 ; $-   ;6;0;4
CERV0037;CERVEZA OSCURA TECATE LATA 24/473ML;S005;Cerveza No retornabl;D;PdC;Santiago; $118,98 ; $65,52 ;6;4;38
CERV0050;CERVEZA CLARA XX LAGUER LATA  24/473ML;S005;Cerveza Retornable;D;PdC;Santiago; $129,31 ; $327,60 ;6;20;0
CERV0053;CERVEZA CLARA CARTA BLANCA 12/1.250LT;S005;Cerveza Retornable;D;PdC;Santiago; $186,20 ; $469,03 ;6;17;8
CHGO0059;CHOCOLATE MILKYWAY 32/6/48G;S005;Chocolate Golosina;C;CEDIS;Sandra; $83,34 ; $375,88 ;6;29;12
COBE0037;BEBIDA TANG JAMAICA 12/8/15G;S005;Concentrado de Bebid;;NoClas;Santiago; $36,00 ; $-   ;6;0;40
COBE0052;CONCENTRADO BEBIDA F-DIAZ JAMAI 12/1LT;S005;Concentrado de Bebid;D;CEDIS;Sandra; $380,17 ; $-   ;6;0;18
CONG0021;MEZCLA JULIANA LA HUERTA CONG 500G;S005;Verduras Congeladas;D;PdC;Alma; $222,00 ; $155,00 ;6;5;7
CRSP0005;PASTA BARILLA LASAGNE 12/500G;S005;Pastas para Sopa;C;CEDIS;Sandra; $657,00 ; $-   ;6;0;8
CUBE0138;TOALLA HUMEDA PACIFICA SKIN 12/120PZ;S005;Toallas húmedas bebe;D;CEDIS;Sandra; $382,75 ; $501,73 ;6;9;13
DEPO0152;DETERGENTE POLVO ACE MAX BLANCO 10/900G;S005;Detergente Ropa en P;C;CEDIS;Sandra; $243,12 ; $275,85 ;6;8;11
DETR0026;LAVATRASTES LIQ AXION TRICOLOR 12/640ML;S005;Detergente Trastes L;D;CEDIS;Sandra; $253,44 ; $-   ;6;0;2
FRIT0161;CHURROS DE NOPAL SUSALIA CHURRINOPAL 80G;S005;Mezclas Frituras;D;CEDIS;Sandra; $194,46 ; $-   ;6;0;6
GADU0069;GALLETA GAMESA EMPERADOR NUEZ 109G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $107,39 ; $100,01 ;6;6;19
GADU0123;GALLETA LARA DELICIOSAS CHOCHITOS 230G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $141,66 ; $44,44 ;6;2;6
GADU0204;GALLETA CUETARA MARIAS 20/840G;S005;Galleta Dulce Caja;D;CEDIS;Sandra; $308,34 ; $144,45 ;6;3;20
GASE0024;GRANOLA DANNY 1 KG;S005;Otras Semillas;D;PdC;Santiago; $423,00 ; $462,00 ;6;7;12
GASE0049;FRIJOL VERDE VALLE PERUANO 20/1KG;S005;Frijol;C;CEDIS;Sandra; $450,00 ; $228,00 ;6;3;7
GASE0051;FRIJOL VERDE VALLE FLOR DE MAYO 20/1KG;S005;Frijol;D;CEDIS;Sandra; $432,00 ; $55,00 ;6;1;7
HACO0006;HARINA B.CROCKER FRENCH VANILLA 12/432G;S005;Harinas Preparadas;D;CEDIS;Sandra; $294,00 ; $208,00 ;6;4;6
HACO0008;HARINA B.CROCKER RED VELVET 12/432G;S005;Harinas Preparadas;D;CEDIS;Sandra; $294,00 ; $260,00 ;6;5;3
HACO0069;HARINA PRONTO HOTCAKES INST 12/180G;S005;Harina de Hot Cakes;D;CEDIS;Sandra; $174,00 ; $270,00 ;6;10;7
INVE0020;INSECTICIDA RAID MAX 12/400ML;S005;Insecticidas y Venen;C;CEDIS;Sandra; $475,86 ; $662,08 ;6;8;7
JATO0064;JABON LIQUIDO BLUMEN LAVENDER 12/525ML;S005;Jabones Corporales L;D;CEDIS;Sandra; $232,74 ; $398,31 ;6;11;3
LADE0127;CREMA ALPURA ECOLINES MEDIA CREMA 125ML;S005;Media Crema;D;PdC;Santiago; $60,00 ; $225,00 ;6;25;24
LEFR0082;LECHE S/LACT. LALA 100+30% DE CALCIO 1LT;S005;Blanca pasteurizada;D;PdC;Santiago; $243,00 ; $720,00 ;6;20;6
MOLE0013;CHOCOLATE IBARRA FRESA SOBRE 24/400G;S005;Chocolate en polvo;D;CEDIS;Sandra; $199,99 ; $377,76 ;6;12;6
MOLE0033;FECULA MAIZENA CAJETA 6/24/47G;S005;Atoles/Avena;C;CEDIS;Sandra; $69,00 ; $88,00 ;6;8;19
MOLE0047;CHOCOLATE NESTLE ABUELITA GRANU 24/320G;S005;Chocolate en polvo;C;CEDIS;Sandra; $294,00 ; $168,00 ;6;4;18
OTBO0036;BOTANA LA ESPECIAL ARANDANO 50G;S005;Mezcla cacah/semilla;D;PdC;Santiago; $97,20 ; $178,21 ;6;11;7
OTBO0039;CACAHUATE LA ESPECIAL ESPAÑOL 100G;S005;Cacahuate;D;PdC;Santiago; $130,56 ; $113,41 ;6;7;12
OTGO0099;DULCE INSPIREKA SONRICS ARMABLE 4/32G;S005;Caramelos;C;NoClas;Santiago; $177,78 ; $-   ;6;0;11
OTGO0137;DULCE RICOLINO COMILOCAS PINGUINOS 55G;S005;Gomitas;D;PdC;Santiago; $100,01 ; $78,70 ;6;5;10
PANE0051;DONA PANOVO OLD FASHION 18PZ;S005;Pan Seco;D;PdC;Santiago; $96,00 ; $360,00 ;6;20;27
POSO0009;SALSA KIKKOMAN TIPO SOYA 12/148ML;S005;Productos de Soya;D;CEDIS;Sandra; $288,00 ; $-   ;6;0;8
PRFE0007;TOALLAS FEMENINAS ALWAYS XL SECA 12/8PZ;S005;Toallas Sanitarias;D;CEDIS;Sandra; $177,00 ; $106,00 ;6;4;13
SERV0004;LAVATRASTES LIQUIDO AXION AVENA 12/640ML;S005;Detergente Trastes L;D;CEDIS;Sandra; $237,96 ; $45,69 ;6;1;11
SUTE0004;SUAVIZANTE TELA DOWNY A/FLORAL 9/1.4LT;S005;Suavizante Tradicion;C;CEDIS;Sandra; $354,30 ; $525,90 ;6;10;9
SUTE0011;SUAVI DE TELA ENSUEÑO N Z/E PE/BA 12/850;S005;Suavizante Tradicion;D;CEDIS;Sandra; $126,72 ; $227,64 ;6;12;13
YOBA0001;PRODUCTO LACTEO ALPURA FRUTAL FRESA 1LT;S005;Yog Batido Regular;D;PdC;Santiago; $260,00 ; $160,00 ;6;5;2
YOBE0043;YOGHURT BEBIBLE YOPLAIT LICUA FRESA 330G;S005;Yog Bebible Regular;D;PdC;Alma; $120,00 ; $105,00 ;6;6;8
YOBE0077;YOGHURT BEBIBLE LALA FRESA 220G;S005;Yog Bebible Regular;D;PdC;Alma; $101,49 ; $165,00 ;6;11;5
FRVE0015;CHILE HABANERO KG;S005;Verduras;C;CEDIS;Sebastián; $503,67 ; $713,79 ;6;7;3,145
GASE0040;SEMILLA GIRASOL KG;S005;Otras Semillas;D;CEDIS;Sandra; $193,40 ; $165,80 ;6;5;3,43
CARN0225;RIB EYE PROAN  3/4 CONGELADO KG;S005;Carne de Res;B;CEDIS;Alma; $1.938,65 ; $562,59 ;5;2;5,535
ACCO0057;ACEITE DE COCO VIBE ORGÁNICO 420ML;S005;Manteca;D;CEDIS;Sandra; $760,00 ; $142,50 ;5;1;4
ADCO0014;SALSA CATSUP HUNTS 12/600G;S005;Cátsup;D;CEDIS;Sandra; $245,00 ; $-   ;5;0;1
ADCO0149;SALSA SMP DE AJO 355ML;S005;Salsa para condiment;D;CEDIS;Sandra; $527,50 ; $297,00 ;5;3;0
ADCO0170;SALSA ITALIANA PREGO CHAMPIÑÓN 12/680G;S005;Salsa para condiment;C;CEDIS;Sandra; $382,50 ; $288,00 ;5;4;3
ADCO0209;ADEREZO C.JACQUES GOUR MOST/MIEL 12/260G;S005;Aderezo para ensalad;C;CEDIS;Sandra; $350,00 ; $-   ;5;0;2
ADCO0213;SALSA ROJA TATEMADA HERDEZ 12/240ML;S005;Salsa para condiment;D;CEDIS;Sandra; $132,50 ; $105,00 ;5;5;2
ADCO0238;SALSA ALITAS AVILES PIMIENTA 12/355ML;S005;Salsa para condiment;N;NoClas;Sandra; $360,00 ; $-   ;5;0;5
ALBE0009;PAPILLA ZANAHORIA GERBER E1 12/71G;S005;Papillas para Bebe;D;CEDIS;Sandra; $55,00 ; $22,00 ;5;2;5
ALBE0043;PAPILLA PERA GERBER E3 12/170G;S005;Papillas para Bebe;D;CEDIS;Sandra; $90,00 ; $102,00 ;5;6;5
ALMA0063;CROQUETAS PARA PERRO WOOFI ADULTO 20KG;S005;Alimento para perro;B;PdC;Alma; $1.789,42 ; $-   ;5;0;2
BEAL0068;LECHE ALMENDRA SILK VAINILLA S/A 6/946ML;S005;Saborizada UHT;D;CEDIS;Sandra; $397,50 ; $-   ;5;0;13
BEHI0014;DESODORANTE AXE EXCITE 12/150ML;S005;Desodorante Masculin;D;CEDIS;Sandra; $318,95 ; $398,30 ;5;7;8
BEHI0046;CREMA CORPORAL LUBRIDERM NORMAL 12/400ML;S005;Crema Corporal;C;CEDIS;Sandra; $424,56 ; $303,44 ;5;4;7
BEHI0165;ANTITRANSPIRANTE OLD SPICE FRESH 12/50G;S005;Desodorante Masculin;C;CEDIS;Sandra; $265,10 ; $663,75 ;5;14;6
CARN0250;PORK BELLY PROAN 500G;S005;Carne de Cerdo;B;CEDIS;Alma; $475,00 ; $380,00 ;5;4;12
CATE0021;TE MC 7 AZAHARES 24/25PZ;S005;Te;D;CEDIS;Sandra; $175,00 ; $115,50 ;5;4;4
CATE0025;TE MC LIMON  24/25PZ;S005;Te;D;CEDIS;Sandra; $175,00 ; $164,00 ;5;9;8
CERE0004;CEREAL NESTLE CHEERIOS MIEL/ALM 14/480G;S005;Cereal básico;D;CEDIS;Sandra; $370,35 ; $492,59 ;5;7;4
CERV0051;CERVEZA CLARA HEINEKEN LATA 24/473ML;S005;Cerveza No retornabl;D;PdC;Santiago; $120,70 ; $-   ;5;0;18
CERV0060;CERVEZA CLARA  HEINEKEN 12/1LT;S005;Cerveza Retornable;D;PdC;Santiago; $202,59 ; $409,10 ;5;13;6
CHGO0117;CHOCOLATE NESTLE CRUNCH 12/6/40G;S005;Chocolate Golosina;D;CEDIS;Sandra; $69,45 ; $168,49 ;5;13;9
CHIC0016;CHICLE TRIDENT TWIST SAND/LIM 10/17.46G;S005;Chicles;D;PdC;Santiago; $32,34 ; $-   ;5;0;27
CONG0081;ATUN CAPITAN EN MEDALLONES 500G;S005;Pescados y Mariscos;C;CEDIS;Alma; $1.200,00 ; $3.360,00 ;5;14;15
CUBE0053;TOALLITA HUMEDAS HUGGIES RELAJANTE 18/80;S005;Toallas húmedas bebe;C;CEDIS;Sandra; $256,45 ; $182,76 ;5;4;9
CUBE0129;TOALLITAS HUMEDAS PACIFICA CARE 12/50PZ;S005;Toallas húmedas bebe;D;CEDIS;Sandra; $198,29 ; $176,70 ;5;5;7
CUIC0083;SHAMPOO CAPRICE CERAMIDAS 12/750ML;S005;Shampoos;D;CEDIS;Sandra; $237,05 ; $198,30 ;5;5;4
DEPO0068;DETERGENTE POLVO PERSIL ROPA COL 20/900G;S005;Detergente Ropa en P;D;CEDIS;Sandra; $148,70 ; $118,97 ;5;4;3
DEPO0147;DETERGENTE LIQ VEL ROSITA SOBRE 18/500ML;S005;Detergente Ropa Liqu;D;CEDIS;Sandra; $159,50 ; $138,80 ;5;5;6
ENCO0019;SERVITOALLA IRIS 50 HD 8/3PZ;S005;Servitoallas;D;CEDIS;Sandra; $198,30 ; $259,49 ;5;7;6
ENVA0005;ENVASE TECATE CAGUAMA 12/1.2LT;S005;Cerveza Retornable;D;PdC;Santiago; $38,80 ; $46,56 ;5;6;41
FERR0006;PILAS ENERGIZER MAX AA 1.2V 4PZ;S005;Pilas y Baterías;C;PdC;Santiago; $340,50 ; $181,03 ;5;3;6
FRIT0144;FRITURA LA ESPECIAL PAPAS 100G;S005;Papas fritas;C;PdC;Santiago; $157,40 ; $622,23 ;5;21;10
GADU0198;GALLETA MARINELA POLVORONES TUBO 310G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $152,79 ; $-   ;5;0;14
GADU0277;GALLETA GAMESA EMEPERADOR PIRUETA P 200G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $160,00 ; $-   ;5;0;0
GADU0284;GALLETA LARA DELICIOSAS CHIS/CHOCO 230G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $122,70 ; $370,40 ;5;16;5
GADU0299;GALLETA TAIFELD´S AVENA/LINAZA 12/250G;S005;Galleta Dulce Caja;;NoClas;Sandra; $347,21 ; $-   ;5;0;9
GADU0301;PANECILLO TAIFELD´S BROWNIE ARAN 22/190G;S005;Galleta Dulce Caja;;NoClas;Sandra; $250,00 ; $-   ;5;0;6
GASE0055;JAMAICA VERDE VALLE 15/200G;S005;Otras Semillas;C;CEDIS;Sandra; $435,00 ; $492,00 ;5;6;2
GASE0057;LINAZA OKKO ENTERA 20/300G;S005;Otras Semillas;D;CEDIS;Sandra; $220,00 ; $124,50 ;5;3;12
HACO0004;HARINA B.CROCKER CHOC DEVIL FOOD 12/432G;S005;Harinas Preparadas;C;CEDIS;Sandra; $245,00 ; $416,00 ;5;8;7
HACO0014;HARINA TRES ESTRELLAS DE ARROZ 18/250G;S005;Harinas Regulares;D;CEDIS;Sandra; $75,00 ; $39,00 ;5;3;10
INVE0014;CERA LIQUIDA NUGGET NEGRO 12/60ML;S005;Cuidado del Calzado;D;CEDIS;Sandra; $68,95 ; $26,72 ;5;2;9
LADE0140;CREMA LALA ACIDA 426ML;S005;Cremas;C;PdC;Alma; $215,00 ; $1.095,00 ;5;30;0
LEFR0096;LECHE LALA 100 PROTEINA CACAO 330ML;S005;Saborizada UHT;D;PdC;Alma; $117,50 ; $427,50 ;5;21;7
LEPC0015;LECHE FORTI NIDO CRECE BOLSA 24/480G;S005;Leche en Polvo;C;CEDIS;Sandra; $477,12 ; $810,00 ;5;9;5
LEPC0018;LECHE NIDO KINDER 1+ 12/800G;S005;Fórmulas Lácteas;C;CEDIS;Sandra; $867,50 ; $1.320,00 ;5;8;7
LEPC0049;LECHE NIDO NIDAL ETAPA 1 12/800G;S005;Fórmulas Lácteas;C;CEDIS;Sandra; $1.410,00 ; $1.060,00 ;5;4;12
LIMP0032;CLORO CLORALEX 6/3.75LT;S005;Limpiadores Multiuso;D;CEDIS;Sandra; $250,00 ; $313,81 ;5;7;7
MMCA0040;MAZAPAN DE LA ROSA UNTABLE 12/400G;S005;Otras Mermeladas Unt;C;CEDIS;Sandra; $319,45 ; $240,76 ;5;4;7
OTGO0136;DULCE RICOLINO GOMILOCAS DIENTES 55G;S005;Gomitas;D;PdC;Santiago; $83,35 ; $94,44 ;5;6;8
OTGO0173;DULCE DULCHIGOSO AROS DE MANZANA 250G;S005;Gomitas;D;PdC;Santiago; $385,80 ; $698,31 ;5;9;0
PAEM0043;PAN DULCE BIMBO PANQUE MARMOL 255G;S005;Pan en Barra;D;PdC;Santiago; $180,55 ; $175,95 ;5;5;4
PAEM0064;GALLETA MARINELA PRINCIPE BLANCO 126G;S005;Pan en Barra;D;PdC;Santiago; $78,70 ; $94,44 ;5;6;9
PAEM0093;PASTELITO MARINELA SUBMARINO CHOCO 105G;S005;Pan Seco;D;PdC;Santiago; $92,60 ; $123,14 ;5;7;3
PAEM0218;PANQUE BIMBO CHOX CHOCO AVELLANA 315G;S005;Pan en Barra;N;NoClas;Santiago; $185,20 ; $-   ;5;0;0
PRFE0051;T.FEMENINAS SABA U. DELG C/ALAS 16/14PZ;S005;Toallas Sanitarias;D;CEDIS;Sandra; $195,00 ; $490,00 ;5;14;11
REFR0177;REFRESCO SIDRAL MUNDET LATA 24/355ML;S005;Refrescos de Cola;;NoClas;Santiago; $86,20 ; $-   ;5;0;5
SUTE0052;ACON DE TELA SUAVITEL FRESC AMO 16/700ML;S005;Suavizante Tradicion;C;CEDIS;Sandra; $105,60 ; $372,42 ;5;18;12
VIME0050;VINO TINTO RIUNITE LAMBRUSCO 12/750ML;S005;Vino Blanco, tinto,;C;PdC;Sandra; $732,75 ; $146,55 ;5;1;5
YOBA0021;YOGHURT YOPLAIT PLACER SABOR COCO 150G;S005;Yog Batido Regular;D;PdC;Alma; $85,00 ; $246,50 ;5;17;5
YOBA0036;YOGHURT LALA FRESA CON GRANOLA 190G;S005;Yog Bebible Regular;D;PdC;Alma; $95,00 ; $187,00 ;5;11;0
YOBA0039;YOGHURT LALA DELICIA PAY COOK&CREAM 150G;S005;Yog Bebible Regular;C;PdC;Alma; $110,00 ; $570,00 ;5;30;3
YOBA0041;YOGHURT LALA GRIEGO FRUTOS ROJOS 120G;S005;Yog Bebible Regular;D;PdC;Alma; $85,00 ; $87,00 ;5;6;0
YOBE0061;YOGHURT BEBIBLE YOPLAIT NATURAL 220G;S005;Yog Bebible Regular;D;PdC;Alma; $80,00 ; $208,00 ;5;16;0
YOBE0076;YOGHURT BEBIBLE LALA DURAZNO 220G;S005;Yog Bebible Regular;D;PdC;Alma; $85,00 ; $45,00 ;5;3;3
YOBE0083;YOGHURT BEBIBLE ALPURA FRUTAL DURZ 250G;S005;Yog Bebible Regular;D;PdC;Santiago; $70,00 ; $69,00 ;5;6;0
CAFR0035;JAMÓN SAN ANTONIO YORK KG;S005;Jamón;B;PdC;Alma; $551,28 ; $2.587,98 ;4;22;10,415
ACCO0015;ACEITE DE CARTAMO OLEICO 12/946ML;S005;Aceite Liq. Comestib;C;CEDIS;Sandra; $340,00 ; $623,00 ;4;7;11
ACCO0049;ACEITE DE SOYA NUTRIOLI AEROSOL 9/180ML;S005;Aceite en Aerosol;D;CEDIS;Sandra; $232,00 ; $360,00 ;4;6;0
ADCO0048;SAZONADOR KNORR TOMATE EN POLVO 24/100G;S005;Consomés y Caldos;D;CEDIS;Sandra; $102,00 ; $96,00 ;4;4;7
ADCO0096;SALSA  PARA BOTANA BUFALO 12/990G;S005;Salsa para condiment;D;CEDIS;Sandra; $248,00 ; $58,00 ;4;1;6
ADCO0119;CRUTONES FRESH GOURMET ITALIANO 12/142G;S005;Especias;D;PdC;Santiago; $200,00 ; $282,00 ;4;6;18
ADCO0153;SAL PRAGNA HIMALAYA MOLIDA MINI 6/500G;S005;Especias;D;CEDIS;Sandra; $240,00 ; $-   ;4;0;4
ADCO0181;ADEREZO MCCORMICK GUACAMOLE 12/340G;S005;Aderezo para ensalad;D;CEDIS;Sandra; $166,00 ; $-   ;4;0;6
ADCO0195;CEBOLLA GRANULADA PRAGNA 8/60G;S005;Especias;D;CEDIS;Sandra; $192,00 ; $-   ;4;0;6
ADCO0202;PIMIENTO ROJO TRITURADO PRAGNA 8/80G;S005;Especias;D;CEDIS;Sandra; $242,00 ; $-   ;4;0;5
ADCO0239;SALSA ALITAS AVILES HABANERO 12/355ML;S005;Salsa para condiment;D;NoClas;Sandra; $288,00 ; $-   ;4;0;9
ADCO0245;SAZONADOR KNORR COSTILLA 8 CUBOS 24/84G;S005;Consomés y Caldos;N;CEDIS;Sandra; $152,00 ; $-   ;4;0;12
ALEN0209;MEJILLONES ALTAMAR AHUMADOS 24/85G;S005;Pesca y Marisc Env.;;NoClas;Sandra; $200,00 ; $-   ;4;0;36
ALMA0005;CROQUETAS PARA PERRO CHOP ADULTO 25KG;S005;Alimento para perro;B;CEDIS;Alma; $2.666,35 ; $-   ;4;0;3
ALMA0075;CROQUETAS PARA PERRO BONGO 20KG;S005;Alimento para perro;N;CEDIS;Alma; $1.258,85 ; $-   ;4;0;4
BEAL0037;BEBIDA POWERADE NARANJA/MAND 6/600ML;S005;Isotónicos;D;PdC;Santiago; $96,00 ; $270,00 ;4;12;20
BEHI0008;DESODORANTE AXE DARK TEMPTATION 12/150ML;S005;Desodorante Masculin;C;CEDIS;Sandra; $255,16 ; $682,79 ;4;12;10
BEHI0227;CREMA CORPORAL HINDS NATURAL 15/400ML;S005;Crema Corporal;C;CEDIS;Sandra; $191,67 ; $517,20 ;4;12;0
CAFR0236;CHORIZO CORONA ARGENTINO 300G;S005;Chorizo y longaniza;;NoClas;Alma; $273,93 ; $-   ;4;0;5
CARN0392;MEDULA DE RES 12/300G;S005;Carne de Res;C;PdC;Alma; $232,00 ; $350,00 ;4;7;4
CATE0074;CAFE MOLIDO TOSTADO EL MARINO 40/250G;S005;Café;C;PdC;Santiago; $412,00 ; $207,00 ;4;3;8
CATE0104;CAFE NESCAFE CLASICO BLACK 12/170G;S005;Café;C;CEDIS;Sandra; $448,00 ; $519,00 ;4;5;5
CATE0108;CAFE NESCAFE ICE 12/170G;S005;Café;C;CEDIS;Sandra; $422,00 ; $1.089,00 ;4;11;9
CERV0099;CERVEZA MILLER SIX PACK 355ML;S005;Cerveza No retornabl;C;PdC;Santiago; $410,36 ; $633,65 ;4;5;0
CHGO0115;CHOCOLATE NESTLE V SEM/AMARG 14/16/20G;S005;Chocolate Golosina;D;CEDIS;Sandra; $31,48 ; $19,44 ;4;3;15
CONG0023;RAJAS POBLANAS LA HUERTA CONGELADOS 500G;S005;Verduras Congeladas;B;PdC;Alma; $416,00 ; $-   ;4;0;1
CONG0085;SALMON CAPITAN PORCION SIN PIEL 500G;S005;Pescados y Mariscos;B;CEDIS;Alma; $1.384,00 ; $1.384,00 ;4;4;17
CUBE0115;PAÑALES KBB SUAVELASTIC MAX GDE 4/40PZ;S005;Pañales Desechables;C;CEDIS;Sandra; $927,68 ; $1.490,57 ;4;7;2
CUBE0116;PAÑALES KBB SUAVELASTIC MAX JUMB 4/42PZ;S005;Pañales Desechables;B;CEDIS;Sandra; $1.105,25 ; $1.774,29 ;4;7;3
CUBE0139;TOALLA HUMEDA PACIFICA ANTIBAC 40PZ;S005;Toallas húmedas bebe;D;CEDIS;Sandra; $181,04 ; $239,66 ;4;6;13
CUIC0091;SHAMPOO CAPRICE MANZANA 12/760ML;S005;Shampoos;D;CEDIS;Sandra; $189,64 ; $379,30 ;4;10;7
CUIC0150;SHAMPOO SAVILE 2EN1 SABI/MIEL 12/750ML;S005;Shampoos;D;CEDIS;Sandra; $138,79 ; $537,92 ;4;16;62
DEPO0105;AROMATIZANTE GLADE HAWAIIAN AER 12/345ML;S005;Aromatizantes;C;CEDIS;Sandra; $213,80 ; $501,70 ;4;10;9
DEPO0130;DETERGENTE LIQ MAS COLOR 4/4.65LT;S005;Detergente Ropa Liqu;C;CEDIS;Sandra; $753,53 ; $1.318,92 ;4;9;5
DEPO0145;DETERGENTE LIQ VEL ROSITA 12/1LT;S005;Detergente Ropa Liqu;C;CEDIS;Sandra; $251,72 ; $543,07 ;4;10;13
DEPO0155;DETERGENTE POLVO ACE NAT SABILA 14/800G;S005;Detergente Ropa en P;C;CEDIS;Sandra; $118,96 ; $262,04 ;4;10;3
DEPO0162;DETERGENTE LIQUIDO CARISMA 12/1LT;S005;Detergente Ropa Liqu;C;CEDIS;Sandra; $134,48 ; $-   ;4;0;32
ENDO0077;SET FRESHPOD CONTENEDORES C/TAPA 4/24PZ;S005;Utensilios de cocina;D;CEDIS;Sandra; $534,48 ; $120,69 ;4;1;4
FFAL0189;SALSA DEL HOGAR MORA 240G;S005;Procesados Proveedor;N;NoClas;Santiago; $80,00 ; $-   ;4;0;19
FFAL0192;CHILORIO DE CERDO SINALOA POUCH 18/215G;S005;Procesados Proveedor;N;NoClas;Sandra; $228,00 ; $-   ;4;0;15
FFAL0193;CHILORIO DE SOYA SINALOA POUCH 18/250G;S005;Procesados Proveedor;N;NoClas;Sandra; $184,00 ; $-   ;4;0;15
FFAL0194;COCHINITA CERDO SINALOA POUCH 18/215G;S005;Procesados Proveedor;N;NoClas;Sandra; $236,00 ; $-   ;4;0;19
GADU0298;PASTELITO MARINELA NAPO CHISPAS 70G;S005;Galleta Dulce Paqeti;N;NoClas;Santiago; $51,84 ; $-   ;4;0;0
HUEV0020;HUEVO NANY CODORNIZ EN ESCABECHE 500G;S005;Huevo pre Empacado;C;PdC;Alma; $400,00 ; $300,00 ;4;3;12
INVE0019;INSECTICIDA RAID MATABICHOS 12/400ML;S005;Insecticidas y Venen;C;CEDIS;Sandra; $282,76 ; $629,30 ;4;10;4
JATO0066;JABON LIQUIDO BLUMEN KIWI 12/525ML;S005;Jabones Corporales L;D;CEDIS;Sandra; $155,16 ; $253,47 ;4;7;4
JUGU0182;JUGUETE DISNEY PRINCES CAP ACTIV/COLO PZ;S005;Juguetes;N;PdC;Diana; $141,37 ; $-   ;4;0;16
JUGU0186;JUGUETE DISNEY STICH CAP ACTI/COLO PZ;S005;Juguetes;N;PdC;Diana; $141,36 ; $-   ;4;0;14
JUGU0189;JUGUETE BRAZALETE DIAM BONDY MINNIE 10G;S005;Juguetes;N;PdC;Diana; $189,64 ; $-   ;4;0;17
JUGU0205;JUGUETE MEGA HUEVO BONDY TRANSFORMERS 5G;S005;Juguetes;N;PdC;Diana; $189,64 ; $-   ;4;0;12
LADE0089;CREMA LYNCOTT P/BATIR 980 ML;S005;Sustitutos de Crema;C;PdC;Alma; $480,00 ; $550,00 ;4;5;2
LADE0094;QUESO LYNCOTT COTTAGE 4% GRASA 110G;S005;Quesos;D;PdC;Alma; $83,00 ; $152,00 ;4;8;1
LADE0095;QUESO LYNCOTT PANELA 400G;S005;Quesos;D;PdC;Alma; $332,00 ; $328,00 ;4;4;0
LADE0108;QUESO NAVARRO DE CABRA 200G;S005;Quesos;D;PdC;Santiago; $308,00 ; $335,00 ;4;5;4
METE0042;MALETA HUEVO SAN JUAN 20 PULG. PZ;S005;Mercancías de Tempo;;NoClas;Alma; $2.996,76 ; $-   ;4;0;3
MMCA0022;MIEL ANHELO DEL ALMA 12/400ML;S005;Miel;C;CEDIS;Sandra; $286,00 ; $402,00 ;4;6;6
OTBO0008;CECINA LA ESPECIAL NATURAL 35G;S005;Botanas Mariscos y C;D;PdC;Santiago; $190,00 ; $222,50 ;4;5;6
OTBO0030;SALSA CHOLULA PICANTE CHIPOTLE 12/150ML;S005;Salsas Botaneras;D;CEDIS;Sandra; $138,95 ; $90,00 ;4;3;18
OTBO0052;CHILE ARBOL TAJIN  SECO 20/75G;S005;Chiles Secos;D;CEDIS;Sandra; $156,00 ; $69,50 ;4;2;23
OTGO0135;GOMITAS RICOLINO DULCE GOMA S. FRUTA 63G;S005;Gomitas;D;PdC;Santiago; $66,68 ; $78,70 ;4;5;16
OTGO0161;DULCE GOMITA RICOLINO PANDITA ACIDO 60G;S005;Gomitas;D;PdC;Santiago; $66,68 ; $267,58 ;4;17;10
PAEM0058;GALLETA MARINELA LORS 98G;S005;Pan en Barra;D;PdC;Santiago; $62,96 ; $-   ;4;0;0
POSO0007;SALSA CROSSE&BLACKWELL INGLESA 24/290ML;S005;Productos de Soya;C;CEDIS;Sandra; $272,00 ; $448,00 ;4;7;14
REFR0065;REFRESCO FRESCA SABOR TORONJA 12/1LT;S005;Refrescos de Sabores;C;PdC;Santiago; $79,32 ; $515,58 ;4;26;9
SUTE0027;ACON DE TELA SUAVITEL MO MAG A/A 12/1.3L;S005;Suavizante Tradicion;D;CEDIS;Sandra; $243,12 ; $162,93 ;4;3;15
TAAC0007;DULCE RICOLINO ALMENDRAS C/CHOCOLATE 30G;S005;Gomitas;D;PdC;Santiago; $66,68 ; $94,44 ;4;6;5
TAAC0017;DULCE LUCAS BOMVASO SABO TAMARIND 10/30G;S005;Tamarindos y frut de;D;CEDIS;Sandra; $27,76 ; $90,72 ;4;14;18
VILA0075;TEQUILA CENTENARIO REPOSADO 12/950ML;S005;Tequila;B;CEDIS;Sandra; $1.345,21 ; $1.008,72 ;4;3;3
